QUOTE_READTIME,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,INFLATION%,PRICECLOSE,ROI %,y,VIX PRICE,AVG SCORE,MED SCORE,SEN IND AVG NUM,SEN IND MED NUM
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.61084,0.05705,0.21104,-0.26851,0.03651,0.12286,1946,3.69,474,0.004,-1.93,0.8,0.55,-85.09485094850947,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.36305,0.0622,0.2063,-0.23724,0.02295,0.10998,3742,1.47,478,0.004,2.07,0.8,0.15,-89.79591836734694,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.29822,0.05907,0.19065,-0.21178,0.01885,0.10691,2551,1.09,479,0.006,3.07,0.8,0.11,-89.90825688073394,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.23575,0.05391,0.16981,-0.18106,0.01454,0.10371,8576,0.78,480,0.009,4.07,0.8,0.09,-88.46153846153845,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.13259,0.03925,0.11885,-0.11636,0.00844,0.09969,1099,0.37,482,0.013,6.07,0.8,0.06,-83.78378378378379,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.05932,0.02197,0.06499,-0.05828,0.0036,0.0979,1944,0.13,484,0.018,8.39,0.8,0.03,-76.92307692307693,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.01102,0.00481,0.01657,-0.01524,0.00076,0.11392,525,0.02,490,0.03,14.39,0.8,0.02,0.0,2.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.01198,0.00541,0.01786,-0.01501,0.00028,0.1076,497,0.03,489,0.028,13.39,0.8,0.01,-66.66666666666666,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.01669,0.00731,0.02337,-0.01994,0.00099,0.1059,295,0.03,488,0.026,12.39,0.8,0.01,-66.66666666666666,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.02173,0.00931,0.02911,-0.02437,0.00135,0.10204,416,0.05,487,0.024,11.39,0.8,0.01,-80.0,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.03018,0.01251,0.03799,-0.03367,0.00194,0.10094,956,0.07,486,0.022,10.39,0.8,0.02,-71.42857142857143,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.04254,0.01677,0.05049,-0.04471,0.00303,0.09913,1998,0.09,485,0.02,9.39,0.8,0.03,-66.66666666666667,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.08388,0.02874,0.08513,-0.07876,0.00508,0.09815,1262,0.21,483,0.016,7.39,0.8,0.04,-80.95238095238095,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.00736,0.00331,0.0111,-0.0099,-2e-05,0.11419,124,0.02,491,0.032,15.39,0.8,0.01,-50.0,1.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.16295,0.04459,0.1362,-0.13763,0.01023,0.10086,1473,0.48,481,0.011,5.39,0.8,0.07,-85.41666666666666,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.59421,0.05877,0.21225,-0.26826,0.03538,0.12132,2066,3.61,474,0.003,-1.61,0.8,0.55,-84.7645429362881,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.5347,0.06178,0.21817,-0.26877,0.03228,0.11767,7325,2.87,475,0.001,-0.61,0.8,0.39,-86.41114982578398,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.47185,0.06358,0.21862,-0.26247,0.02909,0.11435,8090,2.26,476,0.001,0.39,0.8,0.29,-87.16814159292035,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.11835,0.03658,0.1092,-0.10598,0.00731,0.09883,1136,0.31,482,0.013,6.39,0.8,0.06,-80.64516129032258,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.3405,0.06176,0.20088,-0.22904,0.02147,0.1088,4019,1.35,478,0.005,2.39,0.8,0.15,-88.88888888888889,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.27541,0.0579,0.18303,-0.20033,0.01725,0.10522,2810,0.96,479,0.007,3.39,0.8,0.11,-88.54166666666666,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.21678,0.05194,0.1612,-0.17074,0.01316,0.10336,9537,0.69,480,0.009,4.39,0.8,0.09,-86.95652173913044,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:00:00,475.61,1/7/2022,4.12,0.40692,0.06362,0.21324,-0.24973,0.0251,0.1115,6660,1.79,477,0.003,1.39,0.8,0.21,-88.26815642458101,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.09709,0.0321,0.09485,-0.09039,0.00604,0.09783,1322,0.25,483,0.015,6.94,0.8,0.04,-84.0,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.01177,0.00501,0.01771,-0.01477,0.0011,0.11163,537,0.02,490,0.029,13.94,0.8,0.02,0.0,2.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.01254,0.00562,0.0186,-0.01464,0.00037,0.10424,514,0.03,489,0.027,12.94,0.8,0.01,-66.66666666666666,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.01721,0.00767,0.02463,-0.02066,0.00108,0.10233,298,0.03,488,0.025,11.94,0.8,0.01,-66.66666666666666,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.02215,0.00979,0.03009,-0.02516,0.00119,0.09915,435,0.05,487,0.023,10.94,0.8,0.01,-80.0,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.03173,0.01326,0.03903,-0.03306,0.00174,0.0968,1118,0.07,486,0.021,9.94,0.8,0.02,-71.42857142857143,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.04736,0.01851,0.05559,-0.0484,0.0029,0.0973,2227,0.09,485,0.019,8.94,0.8,0.03,-66.66666666666667,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.06731,0.02449,0.07233,-0.06493,0.00388,0.0963,2041,0.15,484,0.017,7.94,0.8,0.03,-80.0,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.00775,0.00343,0.0113,-0.0093,0.00088,0.11053,210,0.02,491,0.031,14.94,0.8,0.01,-50.0,1.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.13684,0.04019,0.12069,-0.11942,0.00845,0.09981,1175,0.38,482,0.012,5.94,0.8,0.06,-84.21052631578947,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.24195,0.05494,0.17147,-0.18415,0.01489,0.10351,10429,0.8,480,0.008,3.94,0.8,0.09,-88.75,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.30456,0.06004,0.19162,-0.21439,0.01889,0.10642,3516,1.11,479,0.006,2.94,0.8,0.11,-90.09009009009009,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.37016,0.06295,0.20726,-0.2397,0.02248,0.11016,4773,1.51,478,0.004,1.94,0.8,0.15,-90.06622516556291,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.4365,0.06375,0.21552,-0.25811,0.02614,0.11356,7397,1.98,477,0.002,0.94,0.8,0.21,-89.39393939393939,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.50097,0.06416,0.21816,-0.26865,0.02986,0.11638,9157,2.51,476,0.0,-0.06,0.8,0.29,-88.44621513944223,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.56202,0.06044,0.21559,-0.27167,0.03339,0.11983,8120,3.1,475,0.002,-1.06,0.8,0.39,-87.41935483870968,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.61922,0.05733,0.20842,-0.26539,0.03662,0.12204,2118,3.76,474,0.004,-2.06,0.8,0.55,-85.37234042553192,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 13:30:00,476.06,1/7/2022,4.1,0.18474,0.04809,0.14629,-0.15099,0.01106,0.1007,1537,0.56,481,0.01,4.94,0.8,0.07,-87.5,0.0,17.1,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.08494,0.02938,0.0854,-0.07904,0.00514,0.09715,2317,0.19,484,0.015,7.26,0.8,0.03,-84.21052631578947,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.01269,0.0055,0.01807,-0.01462,0.00041,0.10693,548,0.03,490,0.028,13.26,0.8,0.02,-33.33333333333333,1.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.01277,0.00615,0.01869,-0.01471,0.00102,0.1,515,0.04,489,0.026,12.26,0.8,0.01,-75.0,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.01861,0.00833,0.02479,-0.02014,0.00148,0.09734,329,0.04,488,0.024,11.26,0.8,0.01,-75.0,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.02755,0.01179,0.03462,-0.02957,0.00205,0.09743,483,0.05,487,0.022,10.26,0.8,0.01,-80.0,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.04005,0.01631,0.04765,-0.04158,0.00288,0.09684,1148,0.07,486,0.019,9.26,0.8,0.02,-71.42857142857143,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.05643,0.02178,0.06321,-0.05499,0.0036,0.09541,2301,0.13,485,0.017,8.26,0.8,0.03,-76.92307692307693,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.1206,0.03738,0.1102,-0.10603,0.00705,0.09768,1429,0.31,483,0.013,6.26,0.8,0.04,-87.09677419354838,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.00744,0.00368,0.01164,-0.0098,0.00028,0.10648,260,0.02,491,0.03,14.26,0.8,0.01,-50.0,1.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.21983,0.05321,0.16262,-0.17044,0.01396,0.10191,2283,0.69,481,0.009,4.26,0.8,0.07,-89.85507246376811,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.65763,0.05517,0.20123,-0.25662,0.0377,0.1231,2235,4.18,474,0.006,-2.74,0.8,0.55,-86.8421052631579,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.60369,0.05948,0.21051,-0.26359,0.03514,0.11946,9272,3.5,475,0.004,-1.74,0.8,0.39,-88.85714285714286,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.5438,0.06286,0.21715,-0.2648,0.03229,0.1158,10113,2.87,476,0.002,-0.74,0.8,0.29,-89.89547038327527,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.16528,0.04568,0.13715,-0.13804,0.01072,0.09956,1301,0.48,482,0.011,5.26,0.8,0.06,-87.5,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.41348,0.06525,0.21265,-0.24759,0.02557,0.10939,5702,1.78,478,0.003,1.26,0.8,0.15,-91.57303370786516,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.34615,0.06334,0.20184,-0.22755,0.02142,0.10604,4778,1.34,479,0.005,2.26,0.8,0.11,-91.7910447761194,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.2793,0.05945,0.18461,-0.20047,0.01753,0.10333,11301,0.98,480,0.007,3.26,0.8,0.09,-90.81632653061224,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:00:00,476.74,1/7/2022,4.08,0.48043,0.06486,0.21805,-0.26099,0.02863,0.11274,9372,2.28,477,0.001,0.26,0.8,0.21,-90.78947368421052,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.00837,0.00373,0.01242,-0.01003,0.00083,0.10569,260,0.02,491,0.03,14.08,0.8,0.01,-50.0,1.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.0126,0.0056,0.01805,-0.01506,0.00104,0.1053,575,0.03,490,0.027,13.08,0.8,0.02,-33.33333333333333,1.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.01345,0.0063,0.01901,-0.01538,0.00069,0.0991,520,0.04,489,0.025,12.08,0.8,0.01,-75.0,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.01799,0.00855,0.0252,-0.02061,0.00081,0.09677,341,0.04,488,0.023,11.08,0.8,0.01,-75.0,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.0272,0.01214,0.03528,-0.02885,0.00181,0.09599,587,0.06,487,0.021,10.08,0.8,0.01,-83.33333333333333,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.04452,0.01753,0.05123,-0.04511,0.00306,0.09741,1221,0.09,486,0.019,9.08,0.8,0.02,-77.77777777777779,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.08911,0.03057,0.08821,-0.08226,0.00572,0.09626,2422,0.21,484,0.015,7.08,0.8,0.03,-85.71428571428572,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.12665,0.03882,0.11433,-0.11069,0.00759,0.09736,1608,0.34,483,0.013,6.08,0.8,0.04,-88.23529411764706,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.06102,0.02304,0.06635,-0.05864,0.00404,0.09503,2376,0.13,485,0.017,8.08,0.8,0.03,-76.92307692307693,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.22911,0.05457,0.16546,-0.17586,0.01422,0.10217,2622,0.72,481,0.009,4.08,0.8,0.07,-90.2777777777778,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.6671,0.05456,0.19877,-0.25379,0.03757,0.12326,2394,4.26,474,0.006,-2.92,0.8,0.55,-87.08920187793427,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.61384,0.05905,0.2086,-0.26266,0.03597,0.11951,9756,3.62,475,0.004,-1.92,0.8,0.39,-89.22651933701657,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.55567,0.06264,0.21602,-0.26481,0.0325,0.11573,11151,2.96,476,0.002,-0.92,0.8,0.29,-90.2027027027027,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.1741,0.04717,0.14055,-0.14294,0.01064,0.0997,1677,0.5,482,0.011,5.08,0.8,0.06,-88.0,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.42479,0.06545,0.21424,-0.25038,0.02577,0.10939,6365,1.85,478,0.002,1.08,0.8,0.15,-91.8918918918919,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.35697,0.06405,0.20372,-0.23176,0.02166,0.1067,5259,1.39,479,0.004,2.08,0.8,0.11,-92.0863309352518,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.29165,0.06032,0.18801,-0.20632,0.01794,0.10428,13373,1.04,480,0.006,3.08,0.8,0.09,-91.34615384615384,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 14:30:00,476.92,1/7/2022,4.06,0.49148,0.06479,0.21805,-0.26172,0.02897,0.11335,11370,2.37,477,0.0,0.08,0.8,0.21,-91.13924050632912,0.0,16.97,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.13638,0.04127,0.1203,-0.11764,0.00847,0.09706,1857,0.34,483,0.012,5.78,0.8,0.04,-88.23529411764706,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.01271,0.00579,0.01825,-0.01485,0.00094,0.10395,649,0.03,490,0.027,12.78,0.8,0.02,-33.33333333333333,1.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.01392,0.00649,0.01958,-0.01456,0.00108,0.09693,654,0.04,489,0.025,11.78,0.8,0.01,-75.0,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.02264,0.01005,0.02939,-0.02504,0.00182,0.09831,387,0.05,488,0.023,10.78,0.8,0.01,-80.0,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.02819,0.01268,0.03607,-0.02922,0.00152,0.09374,608,0.06,487,0.02,9.78,0.8,0.01,-83.33333333333333,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.04495,0.01838,0.05247,-0.04502,0.00238,0.09505,1326,0.1,486,0.018,8.78,0.8,0.02,-80.0,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.06446,0.02465,0.07036,-0.0618,0.00382,0.0941,2695,0.17,485,0.016,7.78,0.8,0.03,-82.35294117647058,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.09684,0.03274,0.09441,-0.08742,0.00634,0.09576,2521,0.25,484,0.014,6.78,0.8,0.03,-88.0,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.00777,0.00391,0.01202,-0.00984,0.00026,0.10392,273,0.02,491,0.029,13.78,0.8,0.01,-50.0,1.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.18619,0.04961,0.14622,-0.14879,0.01097,0.09907,2017,0.55,482,0.01,4.78,0.8,0.06,-89.0909090909091,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.30806,0.06246,0.19194,-0.21115,0.01884,0.10354,15439,1.09,480,0.006,2.78,0.8,0.09,-91.74311926605505,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.37567,0.06558,0.20721,-0.23582,0.02326,0.10627,5917,1.48,479,0.004,1.78,0.8,0.11,-92.56756756756756,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.44466,0.06613,0.21555,-0.25342,0.02645,0.10965,8262,1.98,478,0.002,0.78,0.8,0.15,-92.42424242424242,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.51098,0.06483,0.2177,-0.26301,0.03079,0.11276,13163,2.51,477,0.0,-0.22,0.8,0.21,-91.63346613545816,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.57333,0.06191,0.21414,-0.2649,0.03356,0.11681,11824,3.11,476,0.003,-1.22,0.8,0.29,-90.67524115755629,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.63084,0.058,0.20614,-0.26019,0.03628,0.11967,10289,3.79,475,0.005,-2.22,0.8,0.39,-89.70976253298153,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.68367,0.0535,0.1938,-0.24901,0.03822,0.12315,2522,4.7,474,0.007,-3.22,0.8,0.55,-88.29787234042553,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:00:00,477.22,1/7/2022,4.04,0.24328,0.05699,0.17091,-0.1804,0.01482,0.10047,3313,0.8,481,0.008,3.78,0.8,0.07,-91.25,0.0,16.92,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.00786,0.004,0.01193,-0.00953,0.00081,0.10337,274,0.02,491,0.029,13.61,0.8,0.01,-50.0,1.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.01231,0.00585,0.01804,-0.01503,0.001,0.10262,654,0.03,490,0.026,12.61,0.8,0.02,-33.33333333333333,1.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.01317,0.00665,0.0195,-0.01524,0.00079,0.09566,671,0.02,489,0.024,11.61,0.8,0.01,-50.0,1.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.02315,0.01023,0.03002,-0.02523,0.00106,0.0967,416,0.05,488,0.022,10.61,0.8,0.01,-80.0,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.03234,0.01398,0.03966,-0.03306,0.0021,0.09522,629,0.07,487,0.02,9.61,0.8,0.01,-85.71428571428572,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.04864,0.01954,0.05563,-0.04855,0.00315,0.09515,1373,0.11,486,0.018,8.61,0.8,0.02,-81.81818181818181,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.06848,0.02581,0.07266,-0.06536,0.00437,0.0941,2883,0.16,485,0.016,7.61,0.8,0.03,-81.25,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.10069,0.03399,0.09613,-0.09068,0.00638,0.09522,2825,0.24,484,0.014,6.61,0.8,0.03,-87.5,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.14339,0.04268,0.12355,-0.1217,0.00851,0.09727,1981,0.38,483,0.012,5.61,0.8,0.04,-89.47368421052632,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.25359,0.05815,0.17451,-0.18602,0.01595,0.1008,3636,0.83,481,0.008,3.61,0.8,0.07,-91.56626506024097,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.31903,0.06323,0.19471,-0.21641,0.01951,0.10436,17016,1.15,480,0.005,2.61,0.8,0.09,-92.17391304347828,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.38687,0.06611,0.20893,-0.23869,0.02384,0.10674,6468,1.55,479,0.003,1.61,0.8,0.11,-92.90322580645162,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.45609,0.06655,0.21573,-0.25465,0.02745,0.10959,9677,2.01,478,0.001,0.61,0.8,0.15,-92.53731343283582,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.52287,0.06498,0.21686,-0.26274,0.03093,0.11269,13880,2.57,477,0.001,-0.39,0.8,0.21,-91.82879377431908,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.5839,0.06162,0.21235,-0.26489,0.03369,0.1169,12194,3.15,476,0.003,-1.39,0.8,0.29,-90.7936507936508,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.64121,0.05748,0.20348,-0.25808,0.03664,0.12012,10594,3.89,475,0.005,-2.39,0.8,0.39,-89.97429305912597,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.6923,0.05285,0.19133,-0.24627,0.03838,0.12347,2561,4.57,474,0.007,-3.39,0.8,0.55,-87.96498905908096,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 15:30:00,477.39,1/7/2022,4.02,0.19364,0.05106,0.15049,-0.15427,0.01176,0.09907,2650,0.58,482,0.01,4.61,0.8,0.06,-89.65517241379311,0.0,16.95,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.06811,0.02699,0.07226,-0.06109,0.00451,0.08913,3009,0.14,485,0.015,7.23,0.8,0.03,-78.57142857142858,0.0,16.63,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.0468,0.02002,0.05396,-0.04466,0.00241,0.09011,1399,0.09,486,0.017,8.23,0.8,0.02,-77.77777777777779,0.0,16.63,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.0298,0.01373,0.03734,-0.02927,0.00205,0.08972,632,0.07,487,0.019,9.23,0.8,0.01,-85.71428571428572,0.0,16.63,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.10364,0.03636,0.09945,-0.08914,0.00599,0.0915,2931,0.25,484,0.013,6.23,0.8,0.03,-88.0,0.0,16.63,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.01421,0.00699,0.01941,-0.01497,0.0004,0.09354,794,0.03,489,0.024,11.23,0.8,0.01,-66.66666666666666,0.0,16.63,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.01277,0.00618,0.01911,-0.01544,0.00068,0.10015,919,0.02,490,0.026,12.23,0.8,0.02,0.0,2.0,16.63,0.19664881,0.0258,0,0
2022-01-03 16:00:00,477.77,1/7/2022,4.0,0.00813,0.00411,0.0123,-0.00971,0.00039,0.10076,275,0.01,491,0.028,13.23,0.8,0.01,0.0,2.0,16.63,0.19664881,0.0258,0,0
